FID,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
180,20,29925,02394292,2029925,Hanston,Hanston city,25,C1,N,N,G4110,A,698065,0,+38.1230076,-099.7127122,1129770.2265625,5340.28363880676
181,20,35450,02395469,2035450,Jetmore,Jetmore city,25,C1,N,N,G4110,A,10902593,0,+37.9866195,-099.8846995,17600763.03125,33180.506060812
182,20,28425,02394974,2028425,Green,Green city,25,C1,N,N,G4110,A,505140,0,+39.4301238,-096.9998958,847806.9140625,5529.55673690332
183,20,31400,00485590,2031400,Herington,Herington city,25,C5,N,N,G4110,A,12498244,74914,+38.6968665,-096.8072363,20665798.6054688,38361.4205737073
184,20,42575,02395759,2042575,Longford,Longford city,25,C1,N,N,G4110,A,368404,0,+39.1720961,-097.3290736,613809.796875,3598.33347827012
185,20,48225,02395401,2048225,Morganville,Morganville city,25,C1,N,N,G4110,A,876978,11032,+39.4667154,-097.2036743,1491945.11328125,6239.20861979405
186,20,74525,02397167,2074525,Wakefield,Wakefield city,25,C1,N,N,G4110,A,1286685,0,+39.2163904,-097.0187787,2146459.7890625,10183.8413115044
187,20,70357,02798082,2070357,The Highlands,The Highlands city,25,C1,N,N,G4110,A,2655774,0,+38.1659490,-097.9496370,4303190.2109375,10304.6145190133
188,20,04400,02394073,2004400,Basehor,Basehor city,25,C1,N,N,G4110,A,18502094,241860,+39.1353248,-094.9290474,31195644.6953125,69038.0798531414
189,20,19600,02394611,2019600,Easton,Easton city,25,C1,N,N,G4110,A,434529,0,+39.3455819,-095.1171733,727547.23828125,6585.57798752539
190,20,03425,02394035,2003425,Aurora,Aurora city,25,C1,N,N,G4110,A,262692,0,+39.4519241,-097.5298458,441161.11328125,3161.27089370731
191,20,26050,02394870,2026050,Gem,Gem city,25,C1,N,N,G4110,A,864317,0,+39.4259997,-100.8972490,1450456.60546875,5944.3306490192
192,20,45750,02395099,2045750,Menlo,Menlo city,25,C1,N,N,G4110,A,302225,0,+39.3561062,-100.7242498,506180.15625,2869.07764828711
193,20,59125,02396356,2059125,Rexford,Rexford city,25,C1,N,N,G4110,A,677130,0,+39.4704155,-100.7439063,1137774.65625,4535.81978245085
194,20,79950,00485663,2079950,Winfield,Winfield city,25,C5,Y,N,G4110,A,28861710,3550449,+37.2427744,-096.9796742,51278822.203125,87461.8476157789
195,20,59200,02396363,2059200,Richfield,Richfield city,25,C1,N,N,G4110,A,2598619,0,+37.2652758,-101.7827864,4110293.48046875,8114.63812575785
196,20,65600,02395889,2065600,Silver Lake,Silver Lake city,25,C1,N,N,G4110,A,1457520,71665,+39.0998491,-095.8566547,2542604.03515625,7881.75621304761
197,20,20350,02394655,2020350,Elkhart,Elkhart city,25,C1,N,N,G4110,A,5318743,0,+37.0037543,-101.8944184,8355305.1015625,14687.8316325645
198,20,60900,02396419,2060900,Rolla,Rolla city,25,C1,N,N,G4110,A,965086,0,+37.1179290,-101.6318302,1520609.7890625,5924.70384338577
199,20,21275,00485571,2021275,Emporia,Emporia city,25,C5,Y,N,G4110,A,31421336,295093,+38.4028689,-096.1929063,51724452.4609375,80239.7915111974
200,20,58600,02396331,2058600,Reading,Reading city,25,C1,N,N,G4110,A,552186,0,+38.5191491,-095.9573766,903410.82421875,4474.83363950984
201,20,39400,02395677,2039400,Lenora,Lenora city,25,C1,N,N,G4110,A,1247281,0,+39.6108678,-100.0014059,2104222.22265625,9436.23521518584
202,20,51500,00485631,2051500,Norton,Norton city,25,C5,N,N,G4110,A,4942742,0,+39.8362192,-099.8915958,8392874.63671875,17926.0952320059
203,20,14475,02393578,2014475,Clyde,Clyde city,25,C1,N,N,G4110,A,1742016,0,+39.5918304,-097.4002123,2937256.61328125,10560.4756388762
204,20,53550,00485638,2053550,Ottawa,Ottawa city,25,C5,Y,N,G4110,A,26731906,229012,+38.6000804,-095.2627774,44208013.375,66150.0096879654
205,20,57000,02396249,2057000,Pomona,Pomona city,25,C1,N,N,G4110,A,2445845,27718,+38.6111839,-095.4544390,4057179.171875,14054.0378150818
206,20,16975,02393710,2016975,Damar,Damar city,25,C1,N,N,G4110,A,493431,0,+39.3191519,-099.5844592,825547.46484375,4137.57101152959
207,20,54125,02396127,2054125,Palco,Palco city,25,C1,N,N,G4110,A,694919,0,+39.2532095,-099.5635406,1160480.8125,4950.95756928592
208,20,56150,02396222,2056150,Plainville,Plainville city,25,C1,N,N,G4110,A,3098496,0,+39.2341092,-099.3008504,5171530.9765625,16941.319151967
